# {"t_start": 1560238608.8260915, "env_id": "PickbotPickContinuousDoorHandle-v0"} 
r,l,t
-4.994225,2,3.581881
-3.752914,1,4.128947
-4.245381,2,5.19367
-3.121558,1,5.756001
-3.473656,1,6.313482
-3.610754,1,6.8495
-3.554388,1,7.386191
-3.159006,1,8.331625
-6.791175,4,10.349067
-4.930231,2,11.324116
-3.482876,1,11.852413
-3.558866,1,12.423547
-3.494765,1,12.997061
-3.426955,1,13.539129
-3.530814,1,14.099936
-3.589163,1,14.631163
-4.796885,2,15.479051
-3.815225,1,16.039488
-4.174601,2,16.923142
-3.401851,1,17.457258
-8.796009,6,20.400718
-3.604609,1,20.955224
-3.429799,1,21.511156
-6.93727,4,23.68556
-4.930781,2,24.764779
-3.728463,1,25.404772
-4.952057,2,26.367316
-3.599972,1,26.925895
-6.949739,4,29.160666
-4.685494,2,30.119441
-3.681813,1,30.648184
-3.66203,1,31.220987
-3.747504,1,31.784263
-3.502431,1,32.32629
-11.648667,9,36.888642
-3.256497,1,37.440552
-5.87188,3,38.974901
-5.758804,3,40.380149
-3.590514,1,40.9199
-3.645258,1,41.468662
-3.6686,1,42.022647
-3.7074,1,42.568978
-5.914412,3,44.019019
-3.857536,1,44.757531
-7.733296,5,47.444384
-3.62454,1,48.168945
-3.542705,1,48.887632
-3.805656,1,49.474675
-3.540712,1,50.04345
-4.905861,2,51.395021
-3.460581,1,52.156825
-4.74786,2,53.06251
-2.887033,1,53.662879
-4.631904,2,54.661448
-5.999616,3,56.027776
-5.712302,3,57.387677
-3.051284,1,57.941916
-5.847418,3,59.365089
-3.567608,1,59.909955
-3.676931,1,60.45513
-5.714866,3,61.891464
-3.717249,1,62.435311
-3.441837,1,63.033902
-3.485266,1,63.579617
-3.181889,1,64.153768
-4.682314,2,65.233186
-5.946439,3,66.827686
-12.508646,10,71.639591
-5.952528,3,72.979615
-6.892476,4,75.13754
-5.895722,3,76.41517
-3.586486,1,76.950895
-4.974059,2,78.016412
-4.882982,2,79.271149
-3.747149,1,79.88044
-4.806958,2,80.898766
-5.932103,3,82.766685
