# {"t_start": 1559905309.588259, "env_id": "PickbotPickContinuousDoorHandle-v0"} 
r,l,t
-3.961306,1,1074.590473
-5.999494,3,1075.868859
-4.856195,2,1076.615419
-3.989029,1,1076.970354
-14.771074,12,1082.396356
-6.982752,4,1084.282138
-6.958219,4,1085.98681
-13.950839,11,1090.867647
-4.985769,2,1091.611351
-5.72767,3,1092.864585
-7.98489,5,1095.076832
-3.881207,1,1095.532127
-7.296804,5,1097.950565
-4.728046,2,1098.823637
-7.984846,5,1101.285279
-9.224474,7,1104.137752
-14.94309,12,1110.371139
-3.991023,1,1110.87155
-4.916789,2,1111.736732
-3.999527,1,1112.148941
-3.992359,1,1112.506594
-3.988039,1,1112.884362
-4.990028,2,1113.911814
-3.917782,1,1114.449294
-9.394398,7,1117.276415
-3.997815,1,1117.789969
-11.568534,9,1121.959169
-14.692814,12,1128.000157
-6.995995,4,1129.923396
-8.779322,6,1132.869661
-6.897745,4,1134.785369
-3.981355,1,1135.135847
-3.98866,1,1135.64711
-10.910804,8,1139.676551
-4.993164,2,1140.497612
-3.915682,1,1140.937955
-6.990418,4,1142.704433
-6.94688,4,1144.848384
-8.987355,6,1147.620166
-5.89004,3,1149.31252
-6.007468,3,1151.287603
-5.744562,3,1152.62863
-8.818734,6,1155.062656
-6.941222,4,1156.82075
-8.928952,6,1160.061973
-3.937737,1,1160.509573
-8.810071,6,1163.317935
-3.977101,1,1163.674002
-3.992985,1,1164.173385
-6.002308,3,1165.327553
-4.994288,2,1166.111775
-3.950559,1,1166.643015
-16.396674,14,1173.343925
-8.934594,6,1175.848471
-21.363077,19,1184.789062
-3.975487,1,1185.135
-3.994509,1,1185.618045
-8.962256,6,1188.372061
-3.99005,1,1188.716622
-3.910497,1,1189.178617
-11.901053,9,1193.368367
-6.006115,3,1194.630349
-4.956052,2,1195.541294
-5.964769,3,1197.027401
-3.994938,1,1197.438467
-4.995901,2,1198.442375
-3.902438,1,1198.899229
-5.916849,3,1200.385402
-3.956312,1,1200.861944
-13.018567,10,1205.548515
-6.008433,3,1207.466446
-5.98561,3,1208.603976
-4.948519,2,1209.265311
-5.982362,3,1210.808947
-4.995244,2,1211.590837
-4.134211,2,1212.345353
-4.312731,2,1213.223977
-5.567934,3,1214.618114
-19.317915,17,1222.385416
-3.991595,1,1222.751192
-4.974529,2,1223.427152
-3.942244,1,1223.791424
-5.957768,3,1224.995218
-9.009669,6,1227.759073
-8.938797,6,1230.935479
-10.011632,7,1234.738848
-4.991312,2,1235.493044
-5.990026,3,1237.241892
-3.97646,1,1237.583635
-6.689854,4,1239.894083
-3.997597,1,1240.400903
-4.903259,2,1241.336941
-3.994177,1,1241.710517
-3.989413,1,1242.062125
-6.987725,4,1243.472005
-3.875039,1,1243.922177
-6.986201,4,1245.523694
-9.785991,7,1249.083831
-4.881113,2,1249.851421
-3.986721,1,1250.307984
-5.774633,3,1251.842923
-14.69194,12,1257.199741
-11.978586,9,1261.738236
-3.971733,1,1262.055139
-5.579529,3,1263.102258
-4.000356,1,1263.568465
-5.886874,3,1265.273295
-5.994526,3,1266.296808
-7.885037,5,1268.801524
-7.935291,5,1271.437917
-7.975116,5,1273.787355
-3.983576,1,1274.155021
-6.786299,4,1276.541731
-3.895031,1,1277.045552
-12.953537,10,1281.802164
-5.937171,3,1283.147593
-4.905852,2,1283.892382
-3.947205,1,1284.220716
-6.999881,4,1286.072973
-3.876116,1,1286.505627
-3.998323,1,1286.873612
-5.696345,3,1288.363338
-3.970084,1,1288.67686
-3.995366,1,1289.118152
-5.663242,3,1290.659151
-5.006,2,1291.560496
-4.900878,2,1292.414255
-15.4293,13,1298.481395
-4.999393,2,1299.562382
-5.002673,2,1300.507857
-3.971311,1,1300.822882
-7.810146,5,1303.275799
-10.918273,8,1307.071843
-4.821164,2,1307.956124
-3.952586,1,1308.299144
-7.965797,5,1310.476186
-3.967381,1,1310.785832
-3.890401,1,1311.38016
-8.968651,6,1314.657496
-12.830601,10,1318.771673
-6.997512,4,1320.633984
-4.983784,2,1321.442063
-5.001762,2,1322.251177
-3.976413,1,1322.747178
-4.993607,2,1323.618281
-4.001355,1,1324.128215
-3.993327,1,1324.519238
-5.772578,3,1325.771323
-5.957306,3,1327.037375
-6.96887,4,1328.754729
-7.005639,4,1330.52071
-8.596428,6,1333.670551
-5.994155,3,1335.175069
-11.929605,9,1339.273131
-3.96865,1,1339.592518
-4.993738,2,1340.625169
-3.950703,1,1340.955605
-6.946574,4,1342.833929
-3.91595,1,1343.275444
-6.947508,4,1344.82554
-6.96673,4,1346.449525
-6.685115,4,1348.36067
-6.001719,3,1349.487824
-3.886586,1,1349.920237
-3.984575,1,1350.271245
-10.968538,8,1353.317492
-3.893177,1,1353.795999
-3.906524,1,1354.327907
-3.989805,1,1354.732483
-8.784376,6,1357.297808
-7.959291,5,1359.790639
-8.815344,6,1362.628568
-3.929124,1,1363.069805
-9.952004,7,1366.374322
-3.920365,1,1366.853878
-8.831813,6,1369.753108
-19.469297,17,1377.621622
-4.750887,2,1378.701048
-3.943306,1,1379.058186
-3.833505,1,1379.5198
-3.990136,1,1379.879877
-6.924168,4,1381.719402
-3.905871,1,1382.321867
-7.687724,5,1384.567047
-3.985361,1,1385.029288
-4.905757,2,1385.836004
-3.983941,1,1386.284087
-5.859705,3,1387.531881
-6.926434,4,1389.296508
-4.939311,2,1390.590486
-3.987081,1,1390.964097
-7.986819,5,1393.132581
-3.939053,1,1393.575245
-3.998492,1,1393.940191
-3.995465,1,1394.311143
-4.00131,1,1394.815843
-6.944022,4,1396.734349
-5.990423,3,1397.978136
-4.000329,1,1398.379038
-6.844517,4,1400.23546
-7.756168,5,1402.585967
-3.905287,1,1403.046484
-4.994494,2,1404.063232
-8.003586,5,1406.48968
-4.985216,2,1407.631879
-4.000786,1,1408.121943
-6.924797,4,1409.960125
-5.66806,3,1411.495764
-9.954326,7,1414.93239
-5.005366,2,1415.725603
-4.897788,2,1416.59763
-9.926804,7,1419.697385
-3.959835,1,1420.021208
-5.983973,3,1421.24037
-3.92232,1,1421.675384
-7.947399,5,1424.034181
-9.533522,7,1427.516241
-5.00526,2,1428.404741
-3.990411,1,1428.769409
-5.783008,3,1430.025792
-4.97875,2,1430.808569
-11.825117,9,1434.706804
-5.988503,3,1436.04512
-3.933139,1,1436.630321
-5.997145,3,1437.868394
-8.658958,6,1440.702199
-3.990498,1,1441.060143
-5.754204,3,1442.685786
-9.906906,7,1446.142787
-7.924339,5,1448.49717
-3.984754,1,1448.986198
-3.998015,1,1449.389478
-3.990458,1,1449.748529
-3.951999,1,1450.095644
-3.936398,1,1450.577784
-3.885075,1,1451.025959
-3.916404,1,1451.515751
-9.969275,7,1455.128418
-3.950063,1,1455.470604
-4.830166,2,1456.318199
-3.967776,1,1456.730746
-8.220949,6,1459.386443
-9.734466,7,1462.715407
-3.967836,1,1463.050235
-6.971473,4,1464.975704
-5.743514,3,1466.319001
-5.990922,3,1467.50432
-5.000585,2,1468.263385
-5.920678,3,1469.780099
-3.972611,1,1470.243654
-6.965402,4,1472.097801
-4.978609,2,1472.994279
-8.910902,6,1475.625499
-15.816084,13,1481.418789
-13.898639,11,1486.727496
-3.892812,1,1487.161792
-3.995036,1,1487.582759
-3.982538,1,1488.00626
-13.813134,11,1493.536935
-3.986541,1,1493.920904
-3.96094,1,1494.37418
-10.892146,8,1498.262683
-19.885729,17,1507.053565
-4.996858,2,1508.137416
-6.860455,4,1510.105247
-3.891832,1,1510.547734
-3.991096,1,1510.981518
-3.984091,1,1511.349046
-8.811216,6,1513.943846
-4.994515,2,1514.899664
-4.954573,2,1515.662897
-4.988042,2,1516.451697
-3.989644,1,1516.799673
-10.836636,8,1520.693861
-3.970697,1,1521.010077
-3.973751,1,1521.355965
-9.000861,6,1524.23368
-5.68729,3,1525.767277
-3.726049,1,1526.36309
-3.938309,1,1526.726814
-5.987725,3,1527.877784
-3.931625,1,1528.320066
-5.987699,3,1529.666436
-3.830367,1,1530.158624
-4.976656,2,1531.06443
-11.764463,9,1535.403926
-10.005448,7,1538.723014
-3.986188,1,1539.078526
-15.712431,13,1545.293876
-4.000073,1,1545.663677
-6.986611,4,1547.449691
-3.978123,1,1547.799685
-5.967962,3,1549.06083
-3.987495,1,1549.443686
-3.969713,1,1549.947573
-6.995974,4,1551.909408
-6.990688,4,1553.45719
-4.995159,2,1554.224252
-3.939212,1,1554.80507
-3.995281,1,1555.218592
-4.450957,2,1555.992631
-4.97518,2,1556.751289
-3.977958,1,1557.122629
-6.99605,4,1558.890172
-6.430213,4,1560.602962
-5.981534,3,1561.733308
-7.939602,5,1564.096718
-3.947196,1,1564.528562
-5.975796,3,1566.282697
-3.940758,1,1566.634509
-3.990853,1,1566.995888
-3.99807,1,1567.423011
-4.470003,2,1568.492173
-11.501241,9,1572.252559
-10.922829,8,1576.803235
-5.003377,2,1577.770437
-13.887489,11,1583.091429
-3.996925,1,1583.462829
-6.884479,4,1585.44725
-7.004405,4,1587.363591
-11.890591,9,1591.186587
-3.897705,1,1591.669179
-5.997772,3,1593.254391
-3.992956,1,1593.768149
-6.994754,4,1595.577692
-18.938782,16,1602.954853
-4.976954,2,1603.682487
-3.893283,1,1604.145132
-3.986011,1,1604.48973
-10.986463,8,1608.293858
-10.536412,8,1611.970663
-7.947095,5,1614.554822
-12.725424,10,1619.514428
-6.976257,4,1621.832145
-6.802903,4,1623.997791
-3.951367,1,1624.371811
-7.009054,4,1626.558391
-3.99501,1,1627.009064
-4.992149,2,1627.855603
-4.88988,2,1628.751052
-3.973838,1,1629.108512
-4.854134,2,1629.70996
-3.938976,1,1630.136829
-12.875711,10,1634.336451
-4.830603,2,1634.870203
