approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.00064646197,0.0,500.0,0.0,0.7455201745033264,4,1,2.484285,-0.0030234996,1024,212.41701841100075,1024,0.0025016377
0.0019413454,0.0,500.0,0.0,0.42962586879730225,5,10,2.4029574,-0.0037679828,10240,2072.015818379,10240,0.00019107359
0.0018504952,0.0,465.4318181818182,0.022727272727272728,0.47003549337387085,4,20,2.2640915,-0.002786906,20480,4148.543415154,20480,0.00017229239
0.0016024145,0.017822266,448.8970588235294,0.04411764705882353,0.07301956415176392,4,30,2.1372292,-0.0045067635,30720,6245.892033032001,30720,0.0020522808
0.0009641259,0.0,184.23,0.1,0.1288912296295166,4,40,1.9094194,-0.00087197166,40960,8497.312458768,40960,0.0008908295
0.0007327006,0.0,31.99,0.15,0.16822075843811035,3,50,1.3155634,-0.0017387805,51200,11341.281405543003,51200,0.003563159
0.0017556505,0.011474609,30.12,0.13,0.06053304672241211,3,60,0.68868303,-0.002263179,61440,14329.359865493003,61440,0.009161149
0.00032116272,0.0,24.54,0.13,0.21459639072418213,3,70,0.42830014,8.6439366e-05,71680,17643.967985687003,71680,0.009066496
0.00026300974,0.0,21.48,0.25,0.27617907524108887,2,80,0.39811978,-0.00041189988,81920,21082.424062793,81920,0.008770912
1.3921819e-05,0.0,23.88,0.11,0.6022616624832153,3,90,0.21967334,-0.0003695882,92160,24459.246571504,92160,0.0014900978
1.2115506e-05,0.0,24.23,0.14,0.5695339143276215,3,100,0.22642551,-0.00011640784,102400,27853.773723993003,102400,0.0013071925
5.4397797e-06,0.0,22.92,0.17,0.5947431027889252,3,110,0.21168566,5.667389e-06,112640,31288.824931427003,112640,0.0023305549
1.1504058e-05,0.0,23.98,0.16,0.45138072967529297,3,120,0.1735902,-0.000119327335,122880,34712.846053896,122880,0.0015888531
4.507575e-05,0.0,21.94,0.26,0.34164226055145264,3,130,0.116255455,-0.0001378578,133120,38195.48992151,133120,0.004603479
8.100518e-05,0.0012207031,22.35,0.2,0.42287343740463257,2,140,0.127184,-0.00040644474,143360,41502.134325488,143360,0.013345151
2.099258e-05,0.0,22.02,0.22,0.4558400511741638,2,150,0.104076885,-0.00021884445,153600,44947.115572947994,153600,0.009052619
2.3095405e-05,0.0,21.0,0.19,0.4499930143356323,2,160,0.09171876,-0.00020121361,163840,48381.062763434995,163840,0.007093434
7.253616e-06,0.0,22.38,0.2,0.4540196657180786,2,170,0.08193715,-8.565458e-05,174080,51874.242531626,174080,0.006062751
5.886482e-06,0.0,25.7,0.14,0.7460633516311646,3,180,0.08226198,-9.797889e-05,184320,55193.646636754,184320,0.0013345777
1.5503729e-05,0.00024414062,21.52,0.23,0.5438381433486938,3,190,0.098006405,-0.00046639954,194560,58631.904969054995,194560,0.008025423
3.0582734e-05,0.0,24.47,0.14,0.4154675006866455,3,200,0.13217142,-0.00027871795,204800,62129.176076854994,204800,0.0016763805
3.5803994e-06,0.0,23.09,0.18,0.4402719736099243,3,210,0.11208737,-0.00015822047,215040,65528.515435763,215040,0.004514152
7.9324145e-06,0.0,21.55,0.14,0.3436915874481201,2,220,0.24462475,-5.767576e-05,225280,68931.174003096,225280,0.0052360673
7.9697405e-05,0.00024414062,25.0,0.18,0.5714769065380096,3,230,0.108536,-0.00053556985,235520,72292.421806596,235520,0.0043181777
3.9792372e-05,0.0,22.06,0.3,0.5278326570987701,3,240,0.10459291,-0.00030076655,245760,75742.763063947,245760,0.0031782705
1.2514636e-06,0.0,23.09,0.17,0.29437464475631714,3,250,0.06539981,-2.0283856e-05,256000,79174.913047229,256000,0.0031727622
4.0197676e-05,0.00024414062,23.29,0.13,0.38453084230422974,3,260,0.1542306,-0.00017683959,266240,82579.08305438301,266240,0.0022713654
0.00046087572,0.0063476562,23.67,0.17,0.351898193359375,3,270,0.31675893,-0.002304693,276480,85972.61481112601,276480,0.005601373
5.8157097e-05,0.0,27.18,0.12,0.7613073885440826,3,280,0.18138656,-0.00017127919,286720,89250.299158962,286720,0.00024082372
7.9708494e-05,0.0007324219,24.76,0.17,0.3571620583534241,3,290,0.23858012,-0.000497587,296960,92562.902593146,296960,0.010235161
5.730796e-06,0.0,23.77,0.15,0.4896075129508972,3,300,0.23876458,1.3043173e-06,307200,95994.368827166,307200,0.0028040037
0.00011484241,0.0009765625,21.04,0.18,0.5422923266887665,2,310,0.10155561,-0.0004681573,317440,99385.785203734,317440,0.005965442
3.0605133e-05,0.0,22.77,0.16,0.3643643260002136,3,320,0.06413099,-0.00021627767,327680,102747.17755274501,327680,0.004299379
3.6015066e-05,0.0,24.09,0.16,0.48140132427215576,3,330,0.09391641,-0.00013188284,337920,106160.927200713,337920,0.0014587448
1.9024566e-06,0.0,23.27,0.15,0.34866100549697876,3,340,0.05608794,5.8858714e-06,348160,109651.111582403,348160,0.0012578754
7.2321e-08,0.0,23.42,0.14,0.7493866086006165,3,350,0.0609283,6.0930033e-06,358400,113046.754302832,358400,0.0014124617
3.313607e-05,0.0007324219,24.56,0.18,0.5371571183204651,3,360,0.044609558,-0.0006385943,368640,116396.020013903,368640,0.0026631053
5.1889135e-08,0.0,20.9,0.24,0.7294456958770752,2,370,0.049826037,7.894967e-06,378880,119938.658297103,378880,0.0038261523
2.706862e-06,0.0,23.21,0.21,0.6052513122558594,3,380,0.06084442,-2.0049774e-05,389120,123401.80129221901,389120,0.004669903
1.20418845e-05,0.0,22.03,0.15,0.5743053555488586,2,390,0.09115066,-5.9517974e-05,399360,126865.61403132601,399360,0.0044582384
6.9142607e-06,0.0,22.85,0.13,0.5513120591640472,3,400,0.07102248,2.882065e-06,409600,130266.73398902001,409600,0.0015495257
3.8323114e-06,0.0,22.05,0.15,0.7468401193618774,2,410,0.04928675,-3.9214618e-05,419840,133727.185993083,419840,0.0032174708
2.6540345e-05,0.0,25.44,0.12,0.5177146792411804,3,420,0.063863434,-7.076416e-05,430080,137078.031839838,430080,0.000925508
1.2907933e-05,0.00024414062,24.42,0.19,0.5814330279827118,3,430,0.039134096,-0.00018227077,440320,140461.42937782998,440320,0.001347074
4.5943357e-06,0.0,22.23,0.2,0.8118441998958588,2,440,0.029897192,-4.0543368e-05,450560,143951.28928682598,450560,0.0008747226
5.348656e-05,0.0007324219,24.64,0.16,0.6974839568138123,3,450,0.023714509,-0.00065570994,460800,147432.463024975,460800,0.0030268994
9.286101e-06,0.0,21.08,0.21,0.7621703594923019,2,460,0.020807417,-0.00015140971,471040,150929.48949059498,471040,0.002093413
7.721254e-07,0.0,25.33,0.13,0.6297804713249207,3,470,0.01332596,-6.9689995e-06,481280,154562.240165726,481280,0.004144373
1.1013407e-07,0.0,21.82,0.21,0.232255756855011,2,480,0.012350342,1.3959798e-05,491520,158042.60923800798,491520,0.006454616
6.263955e-11,0.0,23.15,0.21,0.7187976837158203,2,490,0.015172516,3.0971714e-06,501760,161442.325077363,501760,0.0035010427
5.689085e-10,0.0,21.71,0.13,0.35111916065216064,2,500,0.016173895,1.0518124e-06,512000,164901.746549731,512000,0.0032981723
4.7063336e-06,0.0,24.5,0.16,-0.13104188442230225,2,510,0.017035553,-7.8242476e-05,522240,168485.05139013598,522240,0.00047021714
3.4093537e-06,0.0,23.62,0.21,0.48723137378692627,2,520,0.02068144,-2.5592657e-05,532480,171882.757290373,532480,0.010150621
5.893117e-06,0.0,23.99,0.19,0.9415327422320843,3,530,0.023051199,-4.816032e-05,542720,175982.49540654098,542720,0.00045270403
3.9432547e-05,0.0007324219,19.82,0.22,0.7005384564399719,2,540,0.0193008,-0.00026482236,552960,179622.69310964498,552960,0.0051055225
1.3110879e-08,0.0,22.11,0.17,0.8237595111131668,3,550,0.014180184,1.1080119e-06,563200,183200.004462849,563200,0.001290585
5.7626304e-10,0.0,22.23,0.17,0.5019693374633789,2,560,0.01411733,5.502952e-07,573440,186725.199801588,573440,0.0038262855
9.894569e-06,0.0,21.99,0.2,0.7784606963396072,3,570,0.017706675,-5.9836602e-06,583680,190176.198013202,583680,0.0008755994
7.542581e-06,0.0,22.59,0.09,0.75487220287323,3,580,0.017586501,-2.106151e-05,593920,193572.489357553,593920,0.000588272
1.5568816e-06,0.0,23.37,0.13,0.9290081337094307,2,590,0.03429351,1.7203973e-05,604160,197126.264198552,604160,0.0003297059
