-117.03811658850984;1;76
44.45267029684147;2;120
-141.6090961811687;3;31
56.88150186140589;4;120
53.61153305762619;5;120
-141.0913783965849;6;27
-132.97381067977253;7;53
-145.0128822790028;8;20
-184.71844305339002;9;65
42.20470531726787;10;120
-172.45142991748406;11;92
-144.18434560160708;12;23
-135.37603945724877;13;74
-111.61324282198099;14;107
37.026515601129944;15;120
-137.11595166239087;16;43
40.244102807003735;17;120
-148.7071021547319;18;6
-140.22951836225718;19;31
38.1207688531893;20;120
-118.59408537359043;21;87
-185.17196077531685;22;55
48.51406620392704;23;120
-133.98882999884978;24;69
-143.39986584467422;25;27
-133.88637125299445;26;56
-134.82656849753118;27;56
43.399439840873875;28;120
44.5017783368016;29;120
41.57798122931594;30;120
56.756517397797;31;120
34.92480411694587;32;120
33.2043776532162;33;120
35.19704048669811;34;120
-120.99791648716632;35;120
-139.4039795174846;36;49
-136.88047605617854;37;45
59.36929101880343;38;120
58.39180360245155;39;120
48.034195726333806;40;120
-147.39436855004078;41;12
-107.04643451357424;42;114
41.600410662574355;43;120
42.28641961448061;44;120
48.57525036022153;45;120
-121.66752634703342;46;73
42.17394104747321;47;120
-172.85020033211475;48;107
-140.89918974144564;49;53
46.6015012712259;50;120
36.917813722722244;51;120
-146.8424934072654;52;9
29.55889506054361;53;120
54.290046269183804;54;120
-144.07472261339208;55;39
54.15712242710275;56;120
-126.4916775549349;57;78
55.00471906757616;58;120
56.09347456550231;59;120
-170.59553175492184;60;94
37.94417405868022;61;120
57.86825476150674;62;120
40.97250574214043;63;120
42.720034969388095;64;120
-136.0625127812994;65;69
44.25032482036565;66;120
-137.45918218478565;67;72
51.35964122407647;68;120
49.084727270421645;69;120
-135.09271656397974;70;46
65.10083995625284;71;120
-179.75002940237516;72;72
48.66737873255532;73;120
50.430647891417806;74;120
39.1983292391854;75;120
-147.50934065657998;76;10
30.125836321911464;77;120
18.522037221055974;78;120
-129.9287341354724;79;78
-183.25727794786098;80;65
43.42049723269381;81;120
43.3391486848835;82;120
50.393015710189516;83;120
51.626259245299316;84;120
-143.39341414689636;85;24
46.408886475068996;86;120
-140.05539106000134;87;34
53.15850286872168;88;120
34.90233154957913;89;120
-137.168731549913;90;40
68.3949459084069;91;120
44.362552143264075;92;120
45.360434472612376;93;120
-138.28428513363943;94;34
40.700832480393636;95;120
-181.96274158096787;96;66
38.67766942434772;97;120
-137.06257765861125;98;76
45.8635150426824;99;120
-180.09950095728811;100;66
137.09946779233243;101;120
51.38155940905705;102;120
63.42498593065511;103;120
60.18983844755121;104;120
-118.39702625764195;105;95
-147.78404493406305;106;9
55.224959959296;107;120
32.638076311763896;108;120
38.24131336017092;109;120
51.16404204187104;110;120
-162.1990062383341;111;99
47.14392601645139;112;120
57.308289499406854;113;120
-170.57941198469933;114;91
-177.627800127032;115;70
-182.9419498388317;116;53
-158.62662339240765;117;103
40.35232552187369;118;120
54.92812925252982;119;120
38.576484723508244;120;120
39.562715401171566;121;120
51.72068364882669;122;120
65.18504902913965;123;120
70.0074918769617;124;120
33.154911507219495;125;120
-144.0659178780133;126;26
-168.8317219895442;127;95
-140.50086914549988;128;27
57.92469854213845;129;120
30.861234428679943;130;120
45.66745890780179;131;120
-160.65342186694104;132;91
72.07493296757212;133;120
38.96815122150447;134;120
-160.15384698076193;135;89
44.02224318775443;136;120
-143.23682629473376;137;25
