# {"t_start": 1559913751.1606753, "env_id": "PickbotPickContinuousDoorHandle-v0"} 
r,l,t
-6.721049,4,1250.487852
-3.704464,1,1250.793003
-7.906313,5,1252.923785
-3.747002,1,1253.491356
-3.381935,1,1253.811358
-5.77937,3,1254.971913
-3.635978,1,1255.372842
-3.749231,1,1255.68089
-7.811102,5,1257.958005
-3.71136,1,1258.265636
-3.635709,1,1258.842707
-3.942505,1,1259.358067
-7.940714,5,1261.413544
-5.973025,3,1262.743755
-7.627417,5,1264.889491
-10.562144,8,1268.756991
-6.883123,5,1270.66843
-7.973429,5,1272.895676
-3.392067,1,1273.214593
-3.706648,1,1273.682228
-13.817724,11,1278.604035
-9.907114,7,1282.47201
-3.619232,1,1282.778488
-5.976182,3,1284.053254
-5.995754,3,1285.61561
-6.939233,4,1287.27928
-4.984295,2,1288.03596
-4.441946,2,1288.73363
-4.203405,2,1289.356125
-3.435276,1,1289.652854
-7.505172,5,1291.877364
-4.93159,2,1292.565145
-14.736883,12,1297.894699
-23.808058,21,1308.41568
-3.559306,1,1308.753445
-5.86636,3,1310.064309
-5.990933,3,1311.366581
-7.007882,4,1313.294717
-6.299201,4,1314.851806
-3.488665,1,1315.331245
-11.104077,9,1319.491227
-3.492839,1,1319.897011
-3.881519,1,1320.378311
-3.427589,1,1320.697569
-3.669956,1,1321.011158
-4.668087,2,1321.692773
-6.919123,4,1323.583112
-3.509978,1,1323.887272
-3.420902,1,1324.202417
-3.248732,1,1324.537883
-3.386843,1,1324.842527
-6.79414,4,1327.31336
-4.616496,2,1328.201038
-3.808984,1,1328.615074
-5.896042,3,1329.96755
-6.67802,4,1331.702866
-17.589525,15,1339.250603
-4.667724,2,1339.920393
-3.812222,1,1340.36412
-7.978942,5,1342.665023
-7.773284,5,1345.204304
-3.812418,1,1345.559484
-5.820775,3,1347.0538
-5.971962,3,1348.356667
-8.956066,6,1350.855579
-3.952827,1,1351.366612
-7.747543,5,1353.151247
-8.817165,6,1355.413685
-12.842078,10,1360.401664
-4.816228,2,1361.296227
-4.619132,2,1362.252259
-6.975046,4,1363.761788
-4.938062,2,1364.955096
-5.899221,3,1366.346653
-4.853389,2,1367.170536
-9.983853,7,1370.131527
-3.292745,1,1370.446865
-2.997964,1,1370.762408
-5.903493,3,1372.104496
-4.695929,2,1372.94824
-3.498128,1,1373.279226
-6.924596,4,1375.069953
-4.612191,2,1376.030077
-3.827333,1,1376.49202
-3.598869,1,1376.803798
-5.99736,3,1378.035691
-4.873716,2,1379.199573
-4.861195,2,1380.064455
-3.584229,1,1380.36535
-3.259305,1,1380.660125
-4.856267,2,1381.315429
-4.868541,2,1381.921186
-7.894591,5,1383.987767
-6.623861,4,1385.631868
-5.767632,3,1387.065326
-3.692618,1,1387.605054
-4.769496,2,1388.247803
-3.765545,1,1388.557385
-5.994067,3,1389.814922
-5.801833,3,1391.062729
-4.803157,2,1391.732606
-4.871597,2,1392.561125
-7.912476,5,1394.674925
-5.746613,3,1395.801229
-5.003133,2,1396.536644
-10.801136,8,1399.962855
-5.723044,3,1401.18855
-4.987812,2,1402.164472
-3.588673,1,1402.562302
-3.894139,1,1403.068963
-3.58011,1,1403.438033
-4.209422,2,1404.236524
-3.647773,1,1404.545065
-4.757989,2,1405.373117
-4.671107,2,1406.113641
-5.741757,3,1407.496629
-19.978806,17,1415.302732
-5.948998,3,1416.775838
-9.575169,7,1419.790904
-5.869817,3,1421.4022
-6.474948,4,1423.081471
-3.110099,1,1423.440775
-3.592565,1,1423.92121
-3.51775,1,1424.231923
-3.871545,1,1424.769743
-3.18576,1,1425.063533
-5.785692,3,1426.378036
-4.779987,2,1427.203771
-3.311842,1,1427.561734
-5.852358,3,1428.891336
-4.847491,2,1429.76258
-9.808777,7,1432.929357
-5.994922,3,1434.180068
-3.702105,1,1434.602638
-3.779728,1,1434.934573
-4.799684,2,1435.59057
-5.432042,3,1436.874256
-3.490352,1,1437.1757
-3.772629,1,1437.501045
-3.606815,1,1437.807888
-6.860834,4,1439.4758
-3.524949,1,1439.795617
-3.478515,1,1440.121023
-8.931526,6,1442.804268
-3.5116,1,1443.107879
-3.834443,1,1443.641134
-5.942953,3,1444.998459
-3.816699,1,1445.33107
-7.896126,5,1447.6935
-3.585981,1,1447.996184
-3.464713,1,1448.297127
-3.496279,1,1448.600705
-5.898974,3,1449.68761
-3.401112,1,1449.985334
-5.830623,3,1451.159242
-9.8075,7,1454.666284
-3.663125,1,1454.988121
-3.054536,1,1455.315204
-7.831352,5,1457.592733
-4.60307,2,1458.431499
-5.648593,3,1459.943197
-3.701495,1,1460.244548
-7.932673,5,1462.416412
-10.88379,8,1466.419154
-5.747865,3,1467.729157
-5.828654,3,1468.814734
-5.823636,3,1469.934071
-5.993978,3,1471.576939
-6.939969,4,1473.079927
-15.972427,13,1479.301488
-3.464856,1,1479.643158
-6.638662,4,1481.636218
-10.85355,8,1485.258538
-11.934309,9,1489.554925
-3.704993,1,1489.862925
-3.464705,1,1490.187522
-4.70508,2,1491.077759
-7.991505,5,1493.442091
-7.958501,5,1495.643784
-3.33856,1,1495.936005
-3.420675,1,1496.263372
-3.214335,1,1496.608316
-3.573365,1,1497.010056
-11.985794,9,1500.672446
-11.754095,9,1504.294044
-4.913884,2,1505.269084
-5.932494,3,1506.334473
-3.467913,1,1506.637368
-3.266577,1,1506.969891
-4.840526,2,1507.764785
-10.312983,8,1511.541941
-5.880278,3,1512.936551
-3.849338,1,1513.533702
-3.416433,1,1513.996613
-5.900418,3,1515.24193
