# {"env_id": "PickbotPickContinuousDoorHandle-v0", "t_start": 1560348626.379589} 
r,l,t
-3.110263,1,484.710098
-3.042834,1,485.345349
-3.047948,1,485.893806
-3.092768,1,486.442075
-3.047407,1,487.008456
-3.153455,1,487.559152
-2.998807,1,488.11533
-3.114713,1,488.678401
-3.076267,1,489.249112
-3.087542,1,489.829486
-3.046417,1,490.409819
-3.152243,1,490.970943
-3.033264,1,491.576767
-3.053523,1,492.132472
-2.989227,1,492.718911
-2.966111,1,493.281512
-3.002124,1,493.859746
-3.042509,1,494.42725
-3.06312,1,494.98444
-3.006042,1,495.570112
-3.133825,1,496.145066
-3.288675,1,496.681439
-3.039428,1,497.232897
-2.908564,1,497.81943
-3.184676,1,498.384942
-2.956894,1,498.944895
-3.062486,1,499.500095
-2.967138,1,500.06779
-2.916643,1,500.62629
-3.16824,1,501.199137
-3.041789,1,501.781173
-3.076746,1,502.34476
-3.034521,1,502.923073
-3.069241,1,503.480715
-3.163926,1,504.025361
-3.07619,1,504.580033
-3.129135,1,505.16909
-3.121959,1,505.736143
-3.020825,1,506.317258
-3.112774,1,506.883886
-3.148167,1,507.47141
-3.330936,1,507.99781
-3.140846,1,508.564854
-3.158182,1,509.120759
-3.026587,1,509.690794
-3.149092,1,510.253857
-2.989804,1,510.823013
-3.022594,1,511.381928
-3.055297,1,511.9664
-3.035631,1,512.519911
-3.323934,1,513.062502
-3.011716,1,513.650727
-3.053431,1,514.247325
-2.992824,1,514.89201
-3.020084,1,515.469184
-3.081072,1,516.037767
-3.121177,1,516.617461
-3.04096,1,517.18768
-2.965848,1,517.768033
-3.028494,1,518.356284
-3.038687,1,518.926324
-3.039444,1,519.487916
-3.022428,1,520.069226
-3.280501,1,520.617799
-2.996733,1,521.185811
-3.03523,1,521.756572
-3.037349,1,522.30168
-3.018545,1,522.870513
-3.067495,1,523.495924
-3.100205,1,524.055825
-3.024707,1,524.672024
-2.989105,1,525.238674
-3.024163,1,525.792753
-2.990451,1,526.352081
-3.048982,1,526.943468
-3.03778,1,527.511954
-3.192716,1,528.076881
-2.964829,1,528.637982
-3.007124,1,529.223824
-3.045783,1,529.77593
-2.961954,1,530.329002
-3.023202,1,530.898676
-3.196851,1,531.435423
-3.067639,1,532.005886
-2.900463,1,532.567332
-3.096929,1,533.105927
-3.039617,1,533.665142
-3.058968,1,534.243686
-3.107704,1,534.809096
-2.986833,1,535.385405
-2.896893,1,535.934896
-3.084069,1,536.488149
-3.052704,1,537.054415
-3.147977,1,537.68372
-3.158256,1,538.272144
-3.255116,1,538.835643
-3.068315,1,539.39449
-3.040162,1,539.958534
-2.967505,1,540.539491
-2.961661,1,541.09515
-2.870855,1,541.657815
-2.898845,1,542.21943
-2.982684,1,542.76431
-2.896401,1,543.382937
-3.085317,1,543.934168
-3.038542,1,544.497829
-2.974359,1,545.06616
-3.020158,1,545.615044
-2.997292,1,546.232292
-3.109146,1,546.77052
-3.102525,1,547.339617
-3.107827,1,547.938666
-3.037428,1,548.501799
-3.088548,1,549.058188
-2.989784,1,549.609621
-3.153897,1,550.196833
-3.111321,1,550.759978
-2.931711,1,551.308672
-3.095009,1,551.871137
-3.027903,1,552.444031
-2.969114,1,553.003397
-3.12681,1,553.571298
-3.046733,1,554.166081
-2.887338,1,554.745533
-3.058516,1,555.319682
-3.024501,1,555.883096
-2.976972,1,556.46727
-3.035163,1,557.010904
-3.033878,1,557.568758
-2.972539,1,558.11899
-3.249723,1,558.66621
-2.978635,1,559.231812
-3.112654,1,559.865161
-2.891245,1,560.437707
-3.074586,1,560.995111
-3.039919,1,561.544199
-3.033687,1,562.120384
-3.005884,1,562.694182
-3.131451,1,563.260925
-2.807624,1,563.839127
-2.988627,1,564.39868
-3.109609,1,564.963078
-3.050198,1,565.560758
-3.048591,1,566.1191
-2.993101,1,566.692761
-3.01334,1,567.271512
-2.957103,1,567.860473
-2.95001,1,568.41766
-3.236084,1,568.977353
-3.03416,1,569.528223
-2.942663,1,570.133973
-3.192466,1,570.685089
-3.065129,1,571.251695
-2.96371,1,571.804486
-2.988354,1,572.351407
-3.10272,1,572.901051
-3.090942,1,573.467748
-3.106412,1,574.007159
-3.048232,1,574.579311
-2.905167,1,575.139194
-3.045007,1,575.704275
-3.113294,1,576.265971
-3.023123,1,576.837109
-2.96809,1,577.398345
-2.940366,1,577.956728
-3.225877,1,578.483673
-2.971469,1,579.041948
-3.032663,1,579.604335
-3.167517,1,580.199146
-2.87252,1,580.780236
-2.97112,1,581.33381
-3.086708,1,581.875268
-3.005635,1,582.433984
-2.980719,1,582.983656
-3.050491,1,583.540089
-2.969173,1,584.097035
-3.204822,1,584.657461
-3.095092,1,585.216683
-3.024146,1,585.797369
-3.0448,1,586.339995
-2.995044,1,587.441023
-2.994176,1,588.001943
-3.085209,1,588.564547
-2.944202,1,589.142115
-2.946063,1,589.702517
-2.954836,1,590.262107
-3.096036,1,590.83045
-3.038663,1,591.385388
-2.984519,1,591.931987
-3.249151,1,592.485916
-2.965261,1,593.079646
-3.031003,1,593.642769
-3.201214,1,594.162218
-2.969161,1,594.755014
-3.068253,1,595.327703
-3.032225,1,595.890488
-3.130323,1,596.473174
-3.028168,1,597.040853
-3.090489,1,597.600944
-3.000461,1,598.141561
-3.03868,1,598.707561
-3.169428,1,599.2667
-3.03921,1,599.867946
-2.981358,1,600.419629
-3.091145,1,600.995641
-3.069604,1,601.551304
-3.083586,1,602.090808
-3.174566,1,602.645746
-2.91581,1,603.198657
-3.058545,1,603.766368
-3.024091,1,604.342145
-3.087033,1,604.898103
-3.007682,1,605.462925
-3.030416,1,606.02518
-2.972314,1,606.586806
-3.061257,1,607.133257
-3.148089,1,607.689275
-3.010054,1,608.276436
